derived_sample_id	seq_tech	ebi_sample_acc
AN0206-C	HiSeq	ERS224479
AN0207-C	HiSeq	ERS224404
AN0208-C	HiSeq	ERS224529
AN0208-Cx	HiSeq	ERS224529
AN0209-C	HiSeq	ERS224447
AN0210-C	HiSeq	ERS224572
AN0210-Cx	HiSeq	ERS224572
AN0211-C	HiSeq	ERS224478
AN0212-C	HiSeq	ERS224352
AN0213-C	HiSeq	ERS224343
AN0214-C	HiSeq	ERS224485
AN0215-C	HiSeq	ERS224504
AN0215-Cx	HiSeq	ERS224504
AN0216-C	HiSeq	ERS224463
AN0217-C	HiSeq	ERS224409
AN0218-C	HiSeq	ERS224376
AN0219-C	HiSeq	ERS224461
AN0220-C	HiSeq	ERS224435
AN0221-C	HiSeq	ERS224457
AN0222-C	HiSeq	ERS224525
AN0222-Cx	HiSeq	ERS224525
AN0223-C	HiSeq	ERS224654
AN0223-Cx	HiSeq	ERS224654
AN0224-C	HiSeq	ERS224655
AN0224-Cx	HiSeq	ERS224655
AN0225-C	HiSeq	ERS224516
AN0225-Cx	HiSeq	ERS224516
AN0226-C	HiSeq	ERS224638
AN0226-Cx	HiSeq	ERS224638
AN0227-C	HiSeq	ERS224560
AN0227-Cx	HiSeq	ERS224560
AN0228-C	HiSeq	ERS224839
AN0228-Cx	HiSeq	ERS224839
AN0229-C	HiSeq	ERS224523
AN0229-Cx	HiSeq	ERS224523
AN0230-C	HiSeq	ERS224619
AN0230-Cx	HiSeq	ERS224619
AN0231-C	HiSeq	ERS224622
AN0231-Cx	HiSeq	ERS224622
AN0232-C	HiSeq	ERS224607
AN0232-Cx	HiSeq	ERS224607
AN0233-C	HiSeq	ERS224652
AN0233-Cx	HiSeq	ERS224652
AN0234-C	HiSeq	ERS224571
AN0234-Cx	HiSeq	ERS224571
AN0235-C	HiSeq	ERS224605
AN0235-Cx	HiSeq	ERS224605
AN0236-C	HiSeq	ERS224658
AN0236-Cx	HiSeq	ERS224658
AN0237-C	HiSeq	ERS224564
