path	sample	reads	bases
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/c/3/d/1233442/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AP0014-Cx	80166452	7731975400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/9/1/e/f/1233469/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0027-Cx	87842457	8385913200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/2/f/a/1233527/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0030-Cx	101135292	9683276400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/6/0/4/1233559/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0038-Cx	80060003	7724840200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/4/1/1/1233504/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0033-C	89120817	8583048000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/6/d/3/1233497/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0091-C	99583276	9597387200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/9/0/3/1233753/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0032-C	97962928	9471340200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/b/5/1/1233532/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0573-CW	115680299	11716294756
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/3/f/1/1233530/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0045-C	102130596	9811576000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/8/a/d/1233488/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0102-C	96952226	9340812000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/3/5/f/1233526/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0056-C	109253323	10533190000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/c/2/0/1233600/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0402-C	109224182	10483400600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/9/5/b/1233636/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0108-C	89492583	8599564800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/c/b/5/1233649/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0080-C	101110680	9764058600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/1/f/4/1233834/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AP0005-C	90417906	8683323400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/b/0/0/1233780/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0016-C	94502571	9046400200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/0/a/b/1233545/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0489-CW	56957744	7337866744
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/8/a/d/1233881/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0023-C	87951381	8468556200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/5/2/b/b/1232697/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0411-C	66090946	9383651890
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/6/6/8/1233669/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0076-C	92832854	8966958000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/c/f/a/1233730/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0004-Cx	96859918	9277378600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/c/1/0/1233603/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0072-C	101756258	9834427400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/e/7/9/1233523/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0035-C	89556682	8589061000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/b/6/f/1233686/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0104-C	99025190	9538419600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/9/9/6/9/1233820/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0022-C	98363438	9453839200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/2/3/9/1233731/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0046-Cx	104371685	10045702000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/7/0/b/1233843/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0007-C	89808211	8636865600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/2/7/0/1233750/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0002-C	87793770	8429104400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/3/0/d/1233788/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0047-C	98003868	9430307400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/9/6/9/5/1233596/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0044-C	112927940	10838786800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/a/4/5/1233492/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0038-C	102322423	9873938000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/3/d/a/1233762/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0047-C	107604267	10339113400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/8/f/7/1233557/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0024-C	87007380	8370953800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/7/b/b/1233493/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0371-C	108749317	10425329000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/9/e/b/1233627/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0055-C	99099148	9572110800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/c/d/b/1233560/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0016-C	95218265	9183841400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/3/f/e/1233701/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0140-C	100997310	9761920000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/6/b/e/1233795/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0015-C	85574887	8219383600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/d/a/2/1233857/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0088-C	99159173	9514058400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/1/4/0/1233528/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0053-C	96771682	9331230600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/b/0/e/1233692/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0006-C	95354554	9206249400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/f/a/8/1233800/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0045-C	101815986	9798463000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/3/b/d/1233814/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0065-C	102617723	9957490200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/9/6/f/1233647/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AP0036-C	101225023	9669638000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/8/2/b/1233618/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0359-C	107769212	10343915000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/6/4/9/1233637/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0114-C	100038801	9676292800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/5/1/2/1233466/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AP0017-Cx	90382387	8681808000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/3/b/6/1233473/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AZ0261-C	47541261	6676173872
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/6/3/b/1233506/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0041-C	87256537	8384013200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/9/a/c/1233553/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AP0009-C	92208600	8881761000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/6/4/6/1233587/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0045-C	101425262	9758659200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/d/b/0/1233590/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0131-C	100233702	9642571000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/1/4/c/1233648/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0034-C	95997531	9211869600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/6/5/b/1233641/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0020-C	105526569	10096738000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/7/0/9/1233613/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0018-C	92355399	8882751000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/2/b/9/1233626/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0051-C	103379564	9991030000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/6/8/f/1233628/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0123-C	94766423	9148895600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/e/f/d/1234046/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AQ0034-C	108853864	10484696000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/8/c/5/1233715/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0063-C	93432490	9006228200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/e/a/6/1233747/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0076-C	95568004	9218249600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/1/d/a/1233784/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0029-C	93596223	9020019200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/b/f/e/1233813/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0011-C	100606059	9712845000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/6/f/6/1233595/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0029-C	98365069	9457353200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/9/9/b/1233685/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0086-C	105428330	10168658600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/1/d/3/1232422/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0334-C	56560382	7766234718
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/7/4/9/1233768/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AZ0176-C	56956278	7870990968
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/3/5/6/1233726/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0456-CW	57517258	7530026928
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/c/7/a/1233463/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0478-C	70756043	9881470200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/3/b/7/1233244/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0348-C	56144437	7933637848
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/f/5/a/1233621/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AZ0191-C	62238669	8526919264
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/9/f/6/1233827/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0061-C	94981617	9113759200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/f/d/f/1233635/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0073-C	104338886	10070358600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/5/8/e/1233732/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0017-C	87645551	8452718400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/f/9/d/1233711/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0028-C	103596752	9997684200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/c/9/5/1233839/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0134-C	88921551	8570469000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/b/b/a/1233779/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AQ0031-C	112385690	10796402400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/8/4/f/1233922/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0012-C	88638742	8502045600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/f/7/f/1233710/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0007-C	103473993	9943610800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/1/d/a/1233494/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0047-C	96786036	9306092400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/5/7/e/b/1233601/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0058-C	97494169	9423928000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/3/3/7/1234028/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0025-C	99399611	9584452600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/5/c/e/1234080/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AP0033-C	91392956	8774841800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/4/2/8/1233468/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AQ0039-C	108270666	10373713200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/3/e/b/1233642/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0073-C	102077971	9842526800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/8/3/6/1233589/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0125-C	103660936	9993376800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/0/a/e/1233495/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0059-C	93990887	9038772800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/7/4/5/9/1233679/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0054-C	98143564	9490257600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/2/8/3/1233666/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0081-C	106766183	10278543000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/4/3/2/1233842/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AP0042-C	109356473	10325117000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/0/e/d/1233818/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0090-C	110534065	10662761200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/8/4/4/1233612/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AP0022-C	119819627	11467566600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/0/b/6/1233673/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0011-Cx	111316965	10646811200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/d/3/0/1234074/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AP0024-C	77031347	7349453800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/2/f/5/1233455/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0093-C	94657322	9085645400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/9/a/0/1234053/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0066-C	105027437	10071203000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/d/0/4/1233787/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0043-C	99370999	9599375200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/d/4/3/1233835/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0391-C	115796298	11115204200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/e/1/3/1233810/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0096-C	95131204	9150904400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/7/9/0/1233496/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0078-C	104678787	10103433600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/2/2/8/1233461/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0458-C	64959330	9016216040
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/5/5/a/c/1233811/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0319-C	69105665	9556363274
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/a/5/6/1233388/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AZ0181-C	61596152	8315517754
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/6/1/8/1233904/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0060-C	94250801	9053491800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/7/8/b/1233486/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0071-C	96834322	9331993800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/a/2/2/1233491/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AP0039-C	103158702	9871566800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/e/1/0/1233609/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0139-C	101361421	9769460200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/5/7/4/8/1233766/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0358-C	112881669	10840916200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/d/5/3/1233781/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0034-Cx	99567133	9509274400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/f/3/0/1233748/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0127-C	102654224	9895196000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/f/5/9/1233955/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0534-CW	103371880	13959790242
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/1/c/9/1234129/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0040-C	92108087	8856157600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/e/9/8/1233998/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0069-C	103228256	9935426800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/a/5/5/1233840/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0101-C	100123661	9648601200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/0/2/9/1233815/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0067-C	100065313	9617512600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/a/8/d/1234032/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0063-C	99532558	9585554000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/e/d/b/1234094/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0058-C	105095736	10121625800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/4/1/3/e/1233676/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0013-C	101979681	9800359000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/0/4/a/1234091/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0138-C	102615443	9915139400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/5/f/3/9/1233417/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BP0016-C	72148253	10143340440
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/d/d/7/1233758/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0110-C	114101113	11019357800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/1/7/7/1233794/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AP0014-C	118168333	11402247800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/a/f/5/1233921/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AP0030-C	114708316	11016833200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/d/b/f/b/1233775/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0078-C	96996871	9335984600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/7/9/8/1233706/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0029-Cx	109787894	10509604800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/7/d/2/1232904/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0390-C	70228450	9994792076
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/5/f/4/d/1232906/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0408-C	62309395	8828862488
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/4/7/f/1233408/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AN0427-C	65668504	9121414418
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/1/b/8/1233588/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0070-C	96496456	9266843600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/1/3/c/1233614/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0161-C	117587561	11303092000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/2/3/1/e/1233615/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0177-C	115330886	11083587400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/5/c/a/1233620/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0044-C	109242448	10490618200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/1/7/8/1233631/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0079-C	102666638	9875995800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/9/0/5/1233790/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0088-C	91797766	8870699200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/d/f/e/1234083/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0043-C	100280124	9625412000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/6/b/d/b/1234062/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0035-C	108467192	10421753200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/3/8/5/8/1233536/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AB0323-C	75659825	10392905086
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/d/4/8/1234136/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0087-C	103637952	10003830000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/1/1/9/1233751/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0011-C	108622600	10437360400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/9/c/a/2/1233799/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0041-C	101554299	9747859200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/e/6/1/a/1234365/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BP0030-C	103158028	10265622958
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/1/f/e/3/1234007/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0075-C	102460325	9856639200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/b/0/d/1/1233599/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0401-C	114043534	10934671600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/5/d/f/0/1234260/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0057-C	97122307	9364927400
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/0/4/e/6/1233667/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AA0135-C	109663922	10587406000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/e/2/9/1233977/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0068-C	99085226	9561776200
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/c/5/c/0/1233831/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	BP0042-C	99408918	11383103290
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/1/4/d/1233704/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AP0025-C	100955803	9744260000
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/8/2/2/0/1233880/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0021-C	104849623	10072765600
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/f/6/4/4/1233602/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AY0061-C	97255231	9368563800
/lustre/scratch118/malaria/team112/pipelines/setups/vo_agam/output/a/e/e/e/1233709/4_bam_fix_mates_v2/pe.1.markdup.reali.sort.bam	AV0164-C	112770523	10853089800
